id	Nome do aeroporto	Cod IATA	COD ICAO	Cidade	Pa°s	Latitude	Longetude	Altitude	Fuso hor†rio	DST	Continente/Cidade
8248	Conc¢rdia Airport	CCI	SSCK	Concordia	Brazil	-27180599212646484	-5205270004272461	2461	-3	S	America/Sao_Paulo
8249	Francisco Beltr∆o Airport	FBE	SSFB	Francisco Beltrao	Brazil	-26059200286865234	-53063499450683594	2100	-3	S	America/Sao_Paulo
8250	Confresa Airport	CFO	SJHG	Confresa	Brazil	-10634400367736816	-515635986328125	781	-4	S	America/Campo_Grande
8252	Apalachicola Regional Airport	AAF	KAAF	Apalachicola	United States	2972750092	-8502749634	20	-5	A	America/New_York
8253	Umuarama Airport	UMU	SSUM	Umuarama	Brazil	-237987003326416	-5331380081176758	1558	-3	S	America/Sao_Paulo
8254	Diamantina Airport	DTI	SNDT	Diamantina	Brazil	-18232000351	-43650398254399995	4446	-3	S	America/Sao_Paulo
8255	Fonte Boa Airport	FBA	SWOB	Fonte Boa	Brazil	-25326099395800004	-660831985474	207	-4	S	America/Boa_Vista
8256	Senadora Eunice Micheles Airport	OLC	SDCG	Sao Paulo de Olivenca	Brazil	-346792950765	-689204120636	335	-4	S	America/Boa_Vista
8257	Humait† Airport	HUW	SWHT	Humaita	Brazil	-7532120227810001	-63072101593	230	-4	S	America/Boa_Vista
8258	Tapuruquara Airport	IRZ	SWTP	Santa Isabel do Rio Negro	Brazil	-3786	-649923	223	-4	S	America/Boa_Vista
8259	Oriximin† Airport	ORX	SNOX	Oriximina	Brazil	-17140799760818481	-5583620071411133	262	-3	S	America/Belem
8260	Hotel TransamÇrica Airport	UNA	SBTC	Una	Brazil	-15355199813799999	-389990005493	20	-3	S	America/Fortaleza
8265	Telfer Airport	TEF	YTEF	Telfer	Australia	-2171500015258789	12222899627685547	970	8	N	Australia/Perth
8266	Gazipa?a Airport	GZP	LTGP	Alanya	Turkey	36299217	32300598	86	3	E	Europe/Istanbul
8267	Shank Air Base	OAA	OASH	Shank	Afghanistan	339225	6907722222219999	6890	45	N	Asia/Kabul
8273	Douglas Municipal Airport	\N	KDQH	Douglas	United States	31476699829101562	-828604965209961	257	-5	A	America/New_York
8274	St Lucie County International Airport	FPR	KFPR	Fort Pierce	United States	2749510002	-8036830139	24	-5	A	America/New_York
8276	Taunton Municipal King Field	\N	KTAN	Taunton	United States	418744010925293	-710166015625	43	-5	A	America/New_York
8277	Plymouth Municipal Airport	PYM	KPYM	Plymouth	United States	41909	-70728798	148	-5	A	America/New_York
8278	Quonset State Airport	NCO	KOQU	North Kingstown	United States	41597099304199	-71412101745605	18	-5	A	America/New_York
8280	Norwood Memorial Airport	OWD	KOWD	Norwood	United States	421904983521	-711728973389	49	-5	A	America/New_York
8281	Westfield-Barnes Regional Airport	BAF	KBAF	Westfield	United States	42157799	-72715599	271	-5	A	America/New_York
8282	Windham Airport	\N	KIJD	Willimantic	United States	4174399948120117	-721802978515625	247	-5	A	America/New_York
8283	Orange County Airport	MGJ	KMGJ	Montgomery	United States	4150999832	-7426460266	364	-5	A	America/New_York
8284	Capital City Airport	HAR	KCXY	Harrisburg	United States	402170982361	-7685150146480001	347	-5	A	America/New_York
8285	Marshfield Municipal George Harlow Field	\N	KGHG	Marshfield	United States	4209830093383789	-7067220306396484	11	-5	A	America/New_York
8286	Danbury Municipal Airport	DXR	KDXR	Danbury	United States	41371498107899995	-7348220062259999	458	-5	A	America/New_York
8287	Boire Field	ASH	KASH	Nashua	United States	427817001343	-7151480102539999	199	-5	A	America/New_York
8288	Lawrence Municipal Airport	LWM	KLWM	Lawrence	United States	42717201232899995	-711233978271	148	-5	A	America/New_York
8289	Waterbury Oxford Airport	OXC	KOXC	Oxford	United States	4147859954834	-73135200500488	726	-5	A	America/New_York
8290	Fitchburg Municipal Airport	\N	KFIT	Fitchburg	United States	42554100036621094	-7175900268554688	348	-5	A	America/New_York
8291	Earl L. Small Jr. Field/Stockmar Airport	\N	20GA	Villa Rica	United States	33756500244099996	-8488469696039999	1110	-5	A	America/New_York
8292	Cartersville Airport	\N	KVPC	Cartersville	United States	3412310028076172	-8484870147705078	759	-5	A	America/New_York
8293	Centre-Piedmont-Cherokee County Regional Airport	\N	KPYP	Centre	United States	34089977	-85610069	596	-6	A	America/Chicago
8294	Richard B Russell Airport	RMG	KRMG	Rome	United States	343506011963	-8515799713130001	644	-5	A	America/New_York
8295	Northeast Alabama Regional Airport	GAD	KGAD	Gadsden	United States	33972599	-86088996	569	-6	A	America/Chicago
8296	Knoxville Downtown Island Airport	\N	KDKX	Knoxville	United States	3596390151977539	-838739013671875	833	-5	A	America/New_York
8297	Barrow County Airport	WDR	KWDR	Winder	United States	3398289871	-8366739655	943	-5	A	America/New_York
8298	Plantation Airpark	\N	KJYL	Sylvania	United States	32645301818847656	-8159709930419922	188	-5	A	America/New_York
8299	Dalton Municipal Airport	DNN	KDNN	Dalton	United States	3472290039	-8487020111	709	-5	A	America/New_York
8300	West Georgia Regional O V Gray Field	\N	KCTJ	Carrollton	United States	3363100051879883	-851520004272461	1161	-5	A	America/New_York
8302	LaGrange Callaway Airport	LGC	KLGC	LaGrange	United States	330089	-85072601	693	-5	A	America/New_York
8303	Baldwin County Regional Airport	\N	KMLJ	Milledgeville	United States	33154202	-83240701	385	-5	A	America/New_York
8305	Harris County Airport	PIM	KPIM	Pine Mountain	United States	328406982422	-848824005127	902	-5	A	America/New_York
8306	Peachtree City Falcon Field	\N	KFFC	Atlanta	United States	333572998046875	-845718002319336	808	-5	A	America/New_York
8308	Lee Gilmer Memorial Airport	GVL	KGVL	Gainesville	United States	3427259827	-838302002	1276	-5	A	America/New_York
8312	Harry Clever Field	PHD	KPHD	New Philadelpha	United States	40470901489258	-81419700622559	894	-5	A	America/New_York
8313	Darlington County Airport	\N	KUDG	Darlington	United States	34449401	-79890098	192	-5	A	America/New_York
8314	Hilton Head Airport	HHH	KHXD	Hilton Head Island	United States	322243995667	-806975021362	19	-5	A	America/New_York
8318	Daniel Field	DNL	KDNL	Augusta	United States	334664993286	-820393981934	423	-5	A	America/New_York
8319	Foothills Regional Airport	MRN	KMRN	Morganton	United States	35820202	-81611397	1270	-5	A	America/New_York
8320	Pike County-Hatcher Field	PVL	KPBX	Pikeville	United States	375617981	-8256639862	1473	-5	A	America/New_York
8321	Mallards Landing Airport	\N	GA04	Locust Grove	United States	33365699768066406	-8416519927978516	837	-5	A	America/New_York
8322	Toccoa Airport - R.G. Letourneau Field	TOC	KTOC	Toccoa	United States	3459379959	-8329579926	996	-5	A	America/New_York
8323	Compton Abbas Aerodrome	\N	EGHA	Shaftesbury	United Kingdom	50967201232910156	-21536099910736084	811	0	U	Europe/London
8328	Suprunovka Airport	PLV	UKHP	Poltava	Ukraine	49568599700927734	3439720153808594	505	2	U	Europe/Kiev
8331	Aweil Airport	\N	HSAW	Aweil	Sudan	8767000198364258	27399999618530273	1394	3	U	Africa/Juba
8332	Wau Airport	WUU	HSWW	Wau	Sudan	77258300781199996	279750003815	1529	3	U	Africa/Juba
8333	Humera Airport	HUE	HAHU	Humera	Ethiopia	1425	3658300018310547	1930	3	U	Africa/Addis_Ababa
8334	Moyale Airport	OYL	HKMY	Moyale	Kenya	346972	39101398	2790	3	U	Africa/Nairobi
8335	Zagora Airport	OZG	GMAZ	Zagora	Morocco	303202991486	-586667013168	2631	0	U	Africa/Casablanca
8336	Yengema Airport	WYE	GFYE	Yengema	Sierra Leone	8610469818115234	-1104539966583252	1300	0	U	Africa/Freetown
8337	Gbangbatok Airport	GBK	GFGK	Gbangbatok	Sierra Leone	7767000198364258	-12383000373840332	75	0	U	Africa/Freetown
8340	Turukhansk Airport	THX	UOTT	Turukhansk	Russia	65797203064	879353027344	128	7	N	Asia/Krasnoyarsk
8341	Podkamennaya Tunguska Airport	TGP	UNIP	Bor	Russia	61589699	89994003	213	7	N	Asia/Krasnoyarsk
8342	Fort Worth Alliance Airport	AFW	KAFW	Fort Worth	United States	329875984192	-9731880187990001	722	-6	A	America/Chicago
8343	East Troy Municipal Airport	\N	K57C	East Troy	United States	4279719924926758	-8837259674072266	860	-6	A	America/Chicago
8344	Kolpashevo Airport	\N	UNLL	Kolpashevo	Russia	5832529830932617	8293250274658203	243	7	N	Asia/Krasnoyarsk
8347	Ali Al Salem Air Base	\N	OKAS	Kuwait	Kuwait	2934670066833496	4752080154418945	472	3	A	Asia/Kuwait
8348	Renmark Airport	RMK	YREN	Renmark	Australia	-341963996887207	1406739959716797	115	95	O	Australia/Adelaide
8349	Leigh Creek Airport	LGH	YLEC	Leigh Creek	Australia	-3059830093383789	13842599487304688	856	95	O	Australia/Adelaide
8350	Warburton Airport	\N	YWBR	Warburton Community	Australia	-26128299713134766	12658300018310547	1500	8	O	Australia/Perth
8351	Cunderdin Airport	\N	YCUN	Cunderdin	Australia	-3162220001220703	11721700286865234	705	8	O	Australia/Perth
8352	Rottnest Island Airport	RTS	YRTI	Rottnest Island	Australia	-32006699	115540001	12	8	O	Australia/Perth
8353	Forrest Airport	FOS	YFRT	Forrest	Australia	-3083810043334961	12811500549316406	511	8	O	Australia/Perth
8354	Ballarat Airport	\N	YBLT	Ballarat	Australia	-3751169967651367	14379100036621094	1433	10	O	Australia/Hobart
8355	Keewaywin Airport	KEW	CPV8	Keewaywin	Canada	52991100311299995	-928364028931	988	-6	A	America/Winnipeg
8356	Marathon Airport	YSP	CYSP	Marathon	Canada	4875529861450195	-8634439849853516	1035	-5	A	America/Toronto
8357	Hearst RenÇ Fontaine Municipal Airport	YHF	CYHF	Hearst	Canada	4971419906616211	-8368609619140625	827	-5	A	America/Toronto
8358	Hornepayne Municipal Airport	YHN	CYHN	Hornepayne	Canada	4919309997558594	-8475890350341797	1099	-5	A	America/Toronto
8359	Kirkland Lake Airport	YKX	CYKX	Kirkland Lake	Canada	4821030044555664	-7998139953613281	1157	-5	A	America/Toronto
8360	Manitouwadge Airport	YMG	CYMG	Manitouwadge	Canada	49083900451660156	-8586060333251953	1198	-5	A	America/Toronto
8361	Wawa Airport	YXZ	CYXZ	Wawa	Canada	4796670150756836	-8478669738769531	942	-5	A	America/Toronto
8362	Manitoulin East Municipal Airport	YEM	CYEM	Manitowaning	Canada	4584280014038086	-8185810089111328	869	-5	A	America/Toronto
